user_id,variant,converted
U02519,control,0
U02520,control,0
U02521,control,0
U02522,treatment,0
U02523,control,0
U02524,control,0
U02525,treatment,0
U02526,control,0
U02527,treatment,0
U02528,treatment,0
U02529,control,0
U02530,control,0
U02531,treatment,0
U02532,treatment,0
U02533,treatment,0
U02534,control,0
U02535,control,1
U02536,control,0
U02537,treatment,0
U02538,treatment,0
U02539,control,0
U02540,control,0
U02541,control,0
U02542,treatment,0
U02543,treatment,0
U02544,control,0
U02545,control,0
U02546,control,0
U02547,control,0
U02548,control,0
U02549,control,0
U02550,treatment,0
U02551,treatment,0
U02552,control,0
U02553,control,0
U02554,treatment,1
U02555,control,0
U02556,control,0
U02557,control,0
U02558,treatment,0
U02559,treatment,0
U02560,control,0
U02561,treatment,0
U02562,control,0
U02563,control,0
U02564,treatment,0
U02565,control,0
U02566,control,0
U02567,treatment,1
U02568,control,0
U02569,treatment,0
U02570,treatment,0
U02571,control,0
U02572,control,0
U02573,control,0
U02574,treatment,0
U02575,control,0
U02576,treatment,0
U02577,control,1
U02578,treatment,0
U02579,control,0
U02580,treatment,0
U02581,control,0
U02582,treatment,0
U02583,control,1
U02584,control,0
U02585,treatment,0
U02586,control,0
U02587,treatment,0
U02588,control,0
U02589,control,0
U02590,control,0
U02591,treatment,0
U02592,control,0
U02593,control,0
U02594,treatment,0
U02595,treatment,0
U02596,control,0
U02597,treatment,0
U02598,control,0
U02599,treatment,0
U02600,control,0
U02601,control,0
U02602,control,1
U02603,treatment,0
U02604,treatment,0
U02605,control,0
U02606,control,0
U02607,control,0
U02608,treatment,0
U02609,control,0
U02610,control,0
U02611,control,0
U02612,treatment,0
U02613,control,0
U02614,treatment,0
U02615,treatment,0
U02616,control,0
U02617,treatment,0
U02618,control,0
U02619,control,0
U02620,treatment,0
U02621,control,0
U02622,treatment,0
U02623,treatment,0
U02624,control,1
U02625,control,0
U02626,control,0
U02627,treatment,0
U02628,control,0
U02629,control,0
U02630,control,0
U02631,control,0
U02632,treatment,0
U02633,treatment,1
U02634,treatment,0
U02635,control,0
U02636,treatment,1
U02637,treatment,0
U02638,treatment,0
U02639,treatment,0
U02640,treatment,0
U02641,treatment,0
U02642,control,0
U02643,control,0
U02644,control,0
U02645,control,0
U02646,treatment,0
U02647,control,0
U02648,control,0
U02649,treatment,0
U02650,treatment,0
U02651,treatment,0
U02652,treatment,0
U02653,control,0
U02654,control,1
U02655,control,0
U02656,control,0
U02657,treatment,0
U02658,control,0
U02659,treatment,0
U02660,control,0
U02661,treatment,0
U02662,control,0
U02663,treatment,0
U02664,control,1
U02665,control,0
U02666,treatment,0
U02667,control,0
U02668,treatment,0
U02669,treatment,0
U02670,control,0
U02671,control,0
U02672,control,0
U02673,treatment,0
U02674,treatment,0
U02675,treatment,0
U02676,treatment,0
U02677,control,0
U02678,treatment,0
U02679,control,0
U02680,treatment,0
U02681,control,0
U02682,treatment,0
U02683,treatment,0
U02684,control,0
U02685,control,0
U02686,control,1
U02687,control,0
U02688,treatment,0
U02689,treatment,0
U02690,treatment,0
U02691,treatment,0
U02692,treatment,0
U02693,treatment,0
U02694,treatment,0
U02695,control,0
U02696,control,0
U02697,treatment,0
U02698,control,0
U02699,treatment,0
U02700,control,0
U02701,control,0
U02702,control,0
U02703,treatment,0
U02704,control,1
U02705,treatment,0
U02706,control,0
U02707,treatment,0
U02708,control,0
U02709,control,0
U02710,control,0
U02711,treatment,0
U02712,treatment,0
U02713,treatment,0
U02714,treatment,0
U02715,control,0
U02716,treatment,0
U02717,treatment,0
U02718,treatment,0
U02719,treatment,0
U02720,control,0
U02721,control,1
U02722,treatment,0
U02723,control,0
U02724,treatment,0
U02725,control,0
U02726,control,0
U02727,control,0
U02728,treatment,0
U02729,control,0
U02730,treatment,0
U02731,control,0
U02732,treatment,0
U02733,control,0
U02734,treatment,0
U02735,treatment,0
U02736,control,0
U02737,control,0
U02738,control,0
U02739,control,0
U02740,treatment,0
U02741,control,0
U02742,treatment,0
U02743,control,0
U02744,control,0
U02745,control,0
U02746,control,0
U02747,treatment,0
U02748,control,0
U02749,treatment,0
U02750,control,0
U02751,control,0
U02752,treatment,0
U02753,treatment,0
U02754,control,0
U02755,treatment,0
U02756,treatment,1
U02757,control,0
U02758,treatment,0
U02759,treatment,0
U02760,control,0
U02761,treatment,0
U02762,control,0
U02763,treatment,0
U02764,control,0
U02765,control,0
U02766,treatment,0
U02767,control,0
U02768,treatment,0
U02769,control,0
U02770,treatment,0
U02771,treatment,1
U02772,control,1
U02773,treatment,0
U02774,control,0
U02775,treatment,0
U02776,control,0
U02777,control,0
U02778,control,0
U02779,treatment,0
U02780,treatment,0
U02781,control,0
U02782,treatment,0
U02783,control,0
U02784,control,0
U02785,treatment,0
U02786,control,0
U02787,control,0
U02788,treatment,0
U02789,control,0
U02790,treatment,0
U02791,control,0
U02792,control,0
U02793,control,0
U02794,control,0
U02795,control,0
U02796,treatment,0
U02797,treatment,0
U02798,treatment,0
U02799,control,0
U02800,control,0
U02801,control,0
U02802,control,0
U02803,control,0
U02804,treatment,0
U02805,control,0
U02806,control,0
U02807,control,0
U02808,control,0
U02809,control,0
U02810,treatment,0
U02811,treatment,0
U02812,treatment,0
U02813,control,0
U02814,control,0
U02815,treatment,0
U02816,treatment,0
U02817,control,0
U02818,control,0
U02819,treatment,0
U02820,treatment,0
U02821,control,0
U02822,control,0
U02823,treatment,0
U02824,treatment,0
U02825,control,0
U02826,control,0
U02827,treatment,0
U02828,treatment,0
U02829,treatment,0
U02830,control,0
U02831,control,0
U02832,treatment,0
U02833,treatment,0
U02834,control,1
U02835,treatment,0
U02836,treatment,0
U02837,control,0
U02838,treatment,0
U02839,control,1
U02840,control,0
U02841,control,0
U02842,control,0
U02843,control,0
U02844,control,0
U02845,treatment,0
U02846,control,0
U02847,treatment,0
U02848,treatment,0
U02849,control,0
U02850,treatment,0
U02851,control,0
U02852,control,0
U02853,treatment,0
U02854,control,0
U02855,control,0
U02856,control,0
U02857,treatment,0
U02858,control,0
U02859,treatment,0
U02860,treatment,0
U02861,treatment,0
U02862,control,0
U02863,treatment,0
U02864,treatment,0
U02865,treatment,0
U02866,control,0
U02867,control,0
U02868,treatment,0
U02869,control,0
U02870,treatment,0
U02871,treatment,0
U02872,control,0
U02873,control,0
U02874,treatment,0
U02875,control,0
U02876,control,0
U02877,control,0
U02878,control,0
U02879,treatment,0
U02880,control,1
U02881,treatment,0
U02882,treatment,0
U02883,control,0
U02884,treatment,0
U02885,treatment,0
U02886,treatment,0
U02887,treatment,0
U02888,treatment,0
U02889,treatment,0
U02890,control,0
U02891,control,0
U02892,treatment,0
U02893,treatment,0
U02894,control,0
U02895,treatment,0
U02896,control,0
U02897,control,0
U02898,control,0
U02899,treatment,0
U02900,treatment,0
U02901,control,0
U02902,control,0
U02903,treatment,0
U02904,treatment,0
U02905,control,0
U02906,treatment,0
U02907,treatment,0
U02908,treatment,0
U02909,control,0
U02910,treatment,0
U02911,control,0
U02912,treatment,0
U02913,control,0
U02914,control,0
U02915,control,0
U02916,treatment,0
U02917,control,1
U02918,control,0
U02919,control,1
U02920,treatment,0
U02921,control,0
U02922,control,1
U02923,control,0
U02924,control,0
U02925,treatment,0
U02926,treatment,0
U02927,control,0
U02928,treatment,0
U02929,control,0
U02930,treatment,0
U02931,control,0
U02932,treatment,0
U02933,control,0
U02934,treatment,0
U02935,control,0
U02936,control,0
U02937,control,0
U02938,control,0
U02939,treatment,0
U02940,treatment,0
U02941,control,0
U02942,control,0
U02943,control,0
U02944,control,0
U02945,treatment,0
U02946,control,0
U02947,treatment,0
U02948,control,0
U02949,control,0
U02950,control,0
U02951,control,0
U02952,treatment,0
U02953,treatment,0
U02954,control,0
U02955,treatment,0
U02956,control,0
U02957,control,0
U02958,control,1
U02959,control,0
U02960,treatment,0
U02961,control,0
U02962,treatment,0
U02963,treatment,0
U02964,treatment,0
U02965,control,0
U02966,treatment,0
U02967,treatment,1
U02968,control,0
U02969,control,0
U02970,control,0
U02971,treatment,0
U02972,control,0
U02973,control,0
U02974,control,0
U02975,control,0
U02976,control,0
U02977,treatment,1
U02978,control,0
U02979,treatment,0
U02980,treatment,0
U02981,treatment,0
U02982,control,0
U02983,treatment,1
U02984,control,0
U02985,treatment,0
U02986,treatment,0
U02987,control,0
U02988,control,0
U02989,control,0
U02990,treatment,0
U02991,treatment,0
U02992,treatment,0
U02993,control,0
U02994,treatment,0
U02995,treatment,0
U02996,control,0
U02997,control,0
U02998,treatment,0
U02999,treatment,0
U03000,treatment,0
U03001,control,0
U03002,control,0
U03003,control,0
U03004,treatment,0
U03005,control,0
U03006,treatment,0
U03007,control,0
U03008,control,0
U03009,treatment,0
U03010,treatment,0
U03011,treatment,0
U03012,treatment,0
U03013,treatment,0
U03014,treatment,0
U03015,control,0
U03016,control,0
U03017,control,0
U03018,control,1
U03019,treatment,0
U03020,treatment,0
U03021,treatment,0
U03022,treatment,0
U03023,control,0
U03024,treatment,0
U03025,control,0
U03026,control,0
U03027,control,0
U03028,control,0
U03029,control,0
U03030,treatment,0
U03031,treatment,0
U03032,treatment,0
U03033,control,0
U03034,treatment,1
U03035,treatment,0
U03036,treatment,0
U03037,treatment,0
U03038,treatment,0
U03039,control,0
U03040,treatment,0
U03041,control,0
U03042,control,0
U03043,control,0
U03044,control,0
U03045,control,0
U03046,control,0
U03047,treatment,0
U03048,control,0
U03049,control,1
U03050,control,0
U03051,treatment,0
U03052,control,0
U03053,control,0
U03054,treatment,0
U03055,treatment,0
U03056,treatment,0
U03057,control,0
U03058,control,0
U03059,control,0
U03060,control,0
U03061,treatment,0
U03062,control,0
U03063,treatment,0
U03064,control,1
U03065,treatment,0
U03066,treatment,0
U03067,treatment,0
U03068,control,0
U03069,control,0
U03070,treatment,0
U03071,treatment,0
U03072,treatment,0
U03073,treatment,0
U03074,control,0
U03075,control,0
U03076,treatment,0
U03077,control,0
U03078,control,0
U03079,treatment,0
U03080,treatment,0
U03081,treatment,0
U03082,treatment,0
U03083,treatment,0
U03084,treatment,0
U03085,control,0
U03086,control,0
U03087,control,0
U03088,control,0
U03089,control,0
U03090,treatment,0
U03091,control,0
U03092,control,0
U03093,control,0
U03094,control,0
U03095,control,0
U03096,treatment,0
U03097,control,0
U03098,treatment,1
U03099,control,0
U03100,control,0
U03101,control,0
U03102,control,0
U03103,treatment,0
U03104,control,0
U03105,treatment,0
U03106,control,0
U03107,treatment,0
U03108,control,0
U03109,control,0
U03110,control,0
U03111,control,0
U03112,treatment,0
U03113,control,0
U03114,treatment,0
U03115,treatment,0
U03116,treatment,0
U03117,control,0
U03118,control,1
U03119,treatment,0
U03120,control,0
U03121,control,0
U03122,treatment,0
U03123,control,0
U03124,control,0
U03125,treatment,0
U03126,control,0
U03127,treatment,0
U03128,control,0
U03129,control,0
U03130,control,0
U03131,control,0
U03132,treatment,0
U03133,control,0
U03134,control,0
U03135,control,0
U03136,control,0
U03137,control,0
U03138,treatment,0
U03139,treatment,0
U03140,treatment,0
U03141,control,0
U03142,treatment,0
U03143,control,0
U03144,treatment,0
U03145,treatment,0
U03146,control,0
U03147,treatment,0
U03148,treatment,1
U03149,control,0
U03150,treatment,0
U03151,control,0
U03152,control,0
U03153,treatment,0
U03154,treatment,0
U03155,control,0
U03156,treatment,1
U03157,treatment,0
U03158,treatment,0
U03159,treatment,0
U03160,treatment,0
U03161,control,0
U03162,control,0
U03163,treatment,0
U03164,treatment,0
U03165,control,0
U03166,control,0
U03167,treatment,0
U03168,control,0
U03169,treatment,0
U03170,treatment,0
U03171,treatment,0
U03172,treatment,0
U03173,control,0
U03174,treatment,0
U03175,control,0
U03176,control,0
U03177,control,0
U03178,control,0
U03179,treatment,0
U03180,control,0
U03181,control,0
U03182,control,0
U03183,control,0
U03184,control,0
U03185,control,0
U03186,control,0
U03187,treatment,0
U03188,control,0
U03189,control,0
U03190,treatment,0
U03191,control,0
U03192,control,0
U03193,control,0
U03194,treatment,0
U03195,control,0
U03196,treatment,0
U03197,treatment,0
U03198,treatment,0
U03199,treatment,0
U03200,control,0
U03201,control,0
U03202,control,0
U03203,control,0
U03204,control,0
U03205,treatment,0
U03206,treatment,0
U03207,control,0
U03208,control,0
U03209,control,0
U03210,treatment,0
U03211,control,1
U03212,control,0
U03213,treatment,0
U03214,treatment,1
U03215,control,0
U03216,treatment,0
U03217,control,0
U03218,control,0
U03219,control,0
U03220,control,0
U03221,treatment,0
U03222,treatment,0
U03223,treatment,0
U03224,treatment,0
U03225,control,0
U03226,treatment,0
U03227,treatment,0
U03228,control,0
U03229,treatment,0
U03230,control,0
U03231,treatment,0
U03232,treatment,0
U03233,treatment,0
U03234,treatment,0
U03235,treatment,0
U03236,treatment,0
U03237,treatment,1
U03238,treatment,1
U03239,control,0
U03240,control,0
U03241,treatment,0
U03242,treatment,0
U03243,control,0
U03244,control,0
U03245,treatment,0
U03246,treatment,0
U03247,control,0
U03248,treatment,0
U03249,treatment,0
U03250,control,0
U03251,treatment,0
U03252,treatment,0
U03253,treatment,0
U03254,treatment,0
U03255,control,0
U03256,control,0
U03257,control,0
U03258,control,0
U03259,treatment,0
U03260,treatment,0
U03261,treatment,0
U03262,treatment,0
U03263,control,0
U03264,control,1
U03265,control,0
U03266,treatment,0
U03267,control,0
U03268,treatment,0
U03269,control,0
U03270,treatment,0
U03271,treatment,0
U03272,treatment,0
U03273,control,0
U03274,control,0
U03275,treatment,0
U03276,treatment,0
U03277,treatment,0
U03278,treatment,0
U03279,control,0
U03280,control,0
U03281,control,0
U03282,control,0
U03283,treatment,0
U03284,control,0
U03285,control,0
U03286,treatment,0
U03287,treatment,0
U03288,control,0
U03289,treatment,0
U03290,control,0
U03291,control,0
U03292,treatment,0
U03293,control,0
U03294,treatment,0
U03295,treatment,0
U03296,control,1
U03297,control,0
U03298,treatment,0
U03299,treatment,0
U03300,treatment,0
U03301,control,0
U03302,control,0
U03303,control,0
U03304,control,0
U03305,control,0
U03306,treatment,0
U03307,treatment,0
U03308,control,0
U03309,treatment,0
U03310,control,0
U03311,treatment,0
U03312,control,0
U03313,control,0
U03314,treatment,0
U03315,treatment,0
U03316,treatment,0
U03317,control,0
U03318,control,0
U03319,treatment,1
U03320,treatment,0
U03321,control,0
U03322,treatment,0
U03323,control,0
U03324,treatment,0
U03325,control,0
U03326,treatment,0
U03327,treatment,0
U03328,treatment,0
U03329,treatment,0
U03330,treatment,0
U03331,control,0
U03332,control,0
U03333,treatment,0
U03334,control,0
U03335,treatment,0
U03336,control,0
U03337,treatment,0
U03338,control,0
U03339,control,0
U03340,treatment,0
U03341,treatment,0
U03342,treatment,0
U03343,treatment,0
U03344,control,0
U03345,control,0
U03346,control,0
U03347,treatment,0
U03348,control,0
U03349,control,0
U03350,treatment,0
U03351,control,0
U03352,treatment,0
U03353,treatment,0
U03354,treatment,0
U03355,treatment,1
U03356,control,0
U03357,control,0
U03358,control,0
U03359,control,0
U03360,control,0
U03361,treatment,0
U03362,control,0
U03363,control,0
U03364,treatment,0
U03365,treatment,0
U03366,control,0
U03367,treatment,0
U03368,treatment,0
U03369,treatment,1
U03370,control,0
U03371,control,0
U03372,control,0
U03373,treatment,0
U03374,control,0
U03375,treatment,0
U03376,treatment,1
U03377,control,1
U03378,control,0
U03379,control,0
U03380,treatment,0
U03381,control,0
U03382,treatment,0
U03383,treatment,1
U03384,treatment,0
U03385,treatment,1
U03386,control,0
U03387,treatment,0
U03388,treatment,0
U03389,treatment,0
U03390,control,0
U03391,treatment,0
U03392,treatment,0
U03393,control,0
U03394,control,1
U03395,control,0
U03396,control,0
U03397,control,0
U03398,control,0
U03399,control,0
U03400,treatment,0
U03401,control,0
U03402,control,0
U03403,treatment,0
U03404,control,0
U03405,control,0
U03406,control,0
U03407,treatment,0
U03408,treatment,0
U03409,control,0
U03410,treatment,0
U03411,treatment,0
U03412,treatment,0
U03413,treatment,0
U03414,control,0
U03415,treatment,0
U03416,control,0
U03417,control,0
U03418,control,0
U03419,treatment,0
U03420,treatment,0
U03421,treatment,0
U03422,control,0
U03423,treatment,0
U03424,control,1
U03425,control,0
U03426,control,1
U03427,control,0
U03428,control,0
U03429,control,0
U03430,treatment,0
U03431,control,0
U03432,control,0
U03433,control,0
U03434,control,0
U03435,treatment,0
U03436,control,0
U03437,control,0
U03438,control,0
U03439,treatment,0
U03440,treatment,0
U03441,treatment,0
U03442,control,0
U03443,control,0
U03444,treatment,0
U03445,control,0
U03446,control,0
U03447,control,0
U03448,treatment,0
U03449,treatment,1
U03450,treatment,0
U03451,treatment,0
U03452,treatment,0
U03453,control,0
U03454,treatment,0
U03455,treatment,0
U03456,treatment,0
U03457,control,0
U03458,treatment,1
U03459,treatment,0
U03460,control,0
U03461,control,0
U03462,control,0
U03463,control,0
U03464,treatment,0
U03465,control,0
U03466,control,0
U03467,treatment,0
U03468,treatment,0
U03469,control,0
U03470,control,0
U03471,treatment,0
U03472,control,0
U03473,control,0
U03474,treatment,0
U03475,treatment,0
U03476,control,0
U03477,treatment,1
U03478,treatment,0
U03479,control,0
U03480,treatment,0
U03481,treatment,0
U03482,treatment,0
U03483,control,0
U03484,treatment,0
U03485,treatment,0
U03486,treatment,0
U03487,control,0
U03488,control,0
U03489,treatment,0
U03490,control,0
U03491,control,0
U03492,control,0
U03493,treatment,0
U03494,control,0
U03495,control,0
U03496,control,0
U03497,control,0
U03498,control,0
U03499,control,0
U03500,treatment,0
U03501,treatment,0
U03502,control,0
U03503,treatment,0
U03504,treatment,0
U03505,treatment,0
U03506,control,0
U03507,control,0
U03508,control,0
U03509,control,0
U03510,treatment,0
U03511,treatment,0
U03512,control,0
U03513,control,1
U03514,treatment,0
U03515,treatment,0
U03516,treatment,1
U03517,control,0
U03518,control,0
U03519,treatment,0
U03520,control,0
U03521,control,0
U03522,treatment,0
U03523,control,0
U03524,treatment,0
U03525,treatment,0
U03526,control,0
U03527,control,0
U03528,control,0
U03529,control,0
U03530,control,0
U03531,control,0
U03532,control,0
U03533,treatment,0
U03534,control,0
U03535,control,0
U03536,control,0
U03537,treatment,0
U03538,treatment,0
U03539,control,1
U03540,control,0
U03541,treatment,0
U03542,treatment,0
U03543,control,0
U03544,treatment,0
U03545,treatment,0
U03546,treatment,0
U03547,control,0
U03548,control,0
U03549,treatment,0
U03550,control,0
U03551,treatment,0
U03552,control,0
U03553,control,0
U03554,treatment,0
U03555,control,0
U03556,treatment,0
U03557,treatment,0
U03558,control,0
U03559,treatment,0
U03560,control,1
U03561,control,0
U03562,treatment,0
U03563,control,0
U03564,control,0
U03565,control,0
U03566,treatment,0
U03567,control,0
U03568,control,0
U03569,control,0
U03570,control,0
U03571,treatment,0
U03572,control,0
U03573,treatment,0
U03574,treatment,0
U03575,control,0
U03576,treatment,0
U03577,control,0
U03578,treatment,0
U03579,control,0
U03580,treatment,0
U03581,treatment,0
U03582,control,0
U03583,treatment,0
U03584,control,0
U03585,control,0
U03586,control,0
U03587,control,0
U03588,treatment,0
U03589,control,0
U03590,treatment,0
U03591,treatment,0
U03592,control,0
U03593,control,0
U03594,control,0
U03595,treatment,0
U03596,control,0
U03597,control,0
U03598,control,0
U03599,treatment,0
U03600,treatment,0
U03601,treatment,0
U03602,control,0
U03603,treatment,0
U03604,control,0
U03605,treatment,0
U03606,treatment,0
U03607,control,0
U03608,treatment,0
U03609,control,0
U03610,control,0
U03611,control,0
U03612,control,0
U03613,control,0
U03614,control,0
U03615,control,0
U03616,control,0
U03617,control,0
U03618,treatment,0
U03619,treatment,0
U03620,control,0
U03621,control,0
U03622,treatment,0
U03623,control,0
U03624,control,0
U03625,treatment,0
U03626,control,0
U03627,control,0
U03628,control,0
U03629,control,0
U03630,treatment,0
U03631,control,0
U03632,control,0
U03633,control,0
U03634,treatment,0
U03635,treatment,0
U03636,treatment,0
U03637,control,0
U03638,control,0
U03639,treatment,0
U03640,treatment,0
U03641,treatment,0
U03642,treatment,0
U03643,control,0
U03644,treatment,0
U03645,control,0
U03646,treatment,0
U03647,control,0
U03648,control,0
U03649,control,0
U03650,treatment,0
U03651,treatment,0
U03652,treatment,0
U03653,control,0
U03654,treatment,0
U03655,treatment,0
U03656,control,0
U03657,treatment,0
U03658,control,0
U03659,control,0
U03660,treatment,0
U03661,control,0
U03662,treatment,0
U03663,control,0
U03664,treatment,0
U03665,treatment,0
U03666,treatment,0
U03667,treatment,0
U03668,treatment,0
U03669,treatment,0
U03670,treatment,0
U03671,control,0
U03672,treatment,0
U03673,treatment,0
U03674,control,0
U03675,control,0
U03676,control,0
U03677,control,0
U03678,control,0
U03679,control,0
U03680,control,0
U03681,control,0
U03682,treatment,0
U03683,control,0
U03684,control,0
U03685,control,0
U03686,treatment,0
U03687,treatment,0
U03688,treatment,1
U03689,control,0
U03690,control,0
U03691,treatment,0
U03692,treatment,0
U03693,control,0
U03694,control,0
U03695,treatment,0
U03696,control,0
U03697,control,0
U03698,treatment,1
U03699,control,0
U03700,treatment,0
U03701,treatment,1
U03702,treatment,0
U03703,treatment,0
U03704,control,0
U03705,treatment,0
U03706,control,0
U03707,treatment,0
U03708,control,0
U03709,control,0
U03710,control,0
U03711,control,0
U03712,treatment,0
U03713,control,0
U03714,control,0
U03715,treatment,0
U03716,treatment,0
U03717,control,0
U03718,control,0
U03719,treatment,0
U03720,control,0
U03721,treatment,0
U03722,treatment,0
U03723,treatment,0
U03724,treatment,0
U03725,control,0
U03726,treatment,0
U03727,control,0
U03728,treatment,0
U03729,treatment,0
U03730,control,0
U03731,treatment,0
U03732,control,0
U03733,treatment,0
U03734,control,0
U03735,control,0
U03736,treatment,1
U03737,control,0
U03738,control,0
U03739,control,0
U03740,treatment,0
U03741,treatment,0
U03742,control,0
U03743,treatment,0
U03744,control,0
U03745,treatment,0
U03746,control,0
U03747,treatment,0
U03748,treatment,0
U03749,treatment,0
U03750,treatment,0
U03751,treatment,0
U03752,treatment,0
U03753,treatment,0
U03754,treatment,0
U03755,control,0
U03756,treatment,0
U03757,control,0
U03758,control,0
U03759,control,0
U03760,treatment,0
U03761,treatment,1
U03762,treatment,0
U03763,control,0
U03764,control,0
U03765,treatment,0
U03766,treatment,0
U03767,treatment,0
U03768,control,1
U03769,treatment,0
U03770,treatment,0
U03771,control,0
U03772,control,0
U03773,treatment,0
U03774,control,0
U03775,control,0
U03776,treatment,0
U03777,control,0
U03778,treatment,0
U03779,control,0
U03780,control,0
U03781,control,0
U03782,control,0
U03783,treatment,0
U03784,control,0
U03785,treatment,0
U03786,control,0
U03787,treatment,0
U03788,treatment,0
U03789,control,0
U03790,treatment,0
U03791,treatment,0
U03792,treatment,0
U03793,control,0
U03794,treatment,0
U03795,control,0
U03796,treatment,0
U03797,treatment,0
U03798,treatment,0
U03799,control,0
U03800,treatment,0
U03801,control,0
U03802,control,0
U03803,control,0
U03804,control,0
U03805,treatment,0
U03806,control,0
U03807,treatment,0
U03808,treatment,0
U03809,control,0
U03810,control,0
U03811,control,0
U03812,control,0
U03813,control,0
U03814,treatment,0
U03815,control,0
U03816,control,0
U03817,treatment,0
U03818,control,0
U03819,treatment,0
U03820,control,0
U03821,control,0
U03822,control,0
U03823,treatment,0
U03824,treatment,0
U03825,treatment,0
U03826,control,0
U03827,control,0
U03828,treatment,0
U03829,treatment,0
U03830,control,0
U03831,control,0
U03832,treatment,0
U03833,control,0
U03834,control,0
U03835,treatment,0
U03836,treatment,0
U03837,control,0
U03838,treatment,0
U03839,control,0
U03840,treatment,0
U03841,treatment,0
U03842,control,0
U03843,control,0
U03844,control,0
U03845,treatment,0
U03846,control,1
U03847,control,0
U03848,treatment,0
U03849,control,0
U03850,control,0
U03851,treatment,0
U03852,control,0
U03853,treatment,0
U03854,treatment,0
U03855,control,0
U03856,control,0
U03857,treatment,0
U03858,treatment,0
U03859,control,0
U03860,control,0
U03861,control,0
U03862,treatment,0
U03863,control,0
U03864,treatment,0
U03865,treatment,0
U03866,treatment,0
U03867,control,0
U03868,control,0
U03869,treatment,0
U03870,treatment,0
U03871,treatment,0
U03872,control,0
U03873,treatment,0
U03874,treatment,0
U03875,treatment,0
U03876,control,0
U03877,treatment,0
U03878,control,0
U03879,control,0
U03880,control,0
U03881,control,0
U03882,treatment,0
U03883,control,0
U03884,control,0
U03885,control,0
U03886,control,0
U03887,control,0
U03888,control,0
U03889,treatment,0
U03890,control,0
U03891,control,0
U03892,control,0
U03893,control,0
U03894,control,0
U03895,treatment,0
U03896,treatment,0
U03897,treatment,0
U03898,control,0
U03899,control,1
U03900,treatment,0
U03901,treatment,0
U03902,treatment,0
U03903,treatment,0
U03904,control,0
U03905,treatment,0
U03906,control,0
U03907,treatment,0
U03908,control,0
U03909,treatment,0
U03910,control,0
U03911,control,0
U03912,control,0
U03913,control,0
U03914,control,0
U03915,treatment,0
U03916,treatment,0
U03917,control,0
U03918,control,0
U03919,control,0
U03920,treatment,0
U03921,treatment,0
U03922,control,1
U03923,control,0
U03924,treatment,0
U03925,treatment,0
U03926,control,0
U03927,control,0
U03928,control,0
U03929,control,0
U03930,treatment,0
U03931,control,0
U03932,treatment,0
U03933,control,0
U03934,control,0
U03935,control,0
U03936,control,0
U03937,control,0
U03938,control,1
U03939,treatment,0
U03940,control,0
U03941,treatment,0
U03942,treatment,0
U03943,treatment,0
U03944,control,0
U03945,control,0
U03946,treatment,0
U03947,treatment,0
U03948,treatment,0
U03949,control,0
U03950,control,0
U03951,control,0
U03952,control,0
U03953,treatment,0
U03954,control,0
U03955,control,0
U03956,control,0
U03957,treatment,0
U03958,treatment,0
U03959,treatment,0
U03960,treatment,0
U03961,control,1
U03962,control,0
U03963,control,0
U03964,control,0
U03965,control,0
U03966,treatment,0
U03967,treatment,1
U03968,control,0
U03969,control,0
U03970,control,0
U03971,control,1
U03972,treatment,0
U03973,control,1
U03974,control,0
U03975,control,0
U03976,treatment,0
U03977,treatment,0
U03978,treatment,0
U03979,control,0
U03980,treatment,1
U03981,treatment,0
U03982,control,0
U03983,treatment,0
U03984,control,0
U03985,control,0
U03986,control,0
U03987,control,0
U03988,treatment,0
U03989,treatment,0
U03990,treatment,0
U03991,control,0
U03992,treatment,0
U03993,treatment,0
U03994,treatment,0
U03995,treatment,0
U03996,treatment,0
U03997,treatment,0
U03998,control,0
U03999,treatment,0
U04000,control,0
U04001,control,0
U04002,control,0
U04003,treatment,0
U04004,treatment,0
U04005,control,0
U04006,control,0
U04007,control,0
U04008,treatment,0
U04009,control,0
U04010,treatment,0
U04011,treatment,0
U04012,control,0
U04013,treatment,0
U04014,treatment,0
U04015,control,0
U04016,control,0
U04017,control,0
U04018,treatment,0
U04019,treatment,0
U04020,control,0
U04021,control,0
U04022,control,0
U04023,treatment,0
U04024,control,0
U04025,treatment,0
U04026,treatment,0
U04027,control,0
U04028,treatment,0
U04029,control,0
U04030,treatment,0
U04031,control,0
U04032,control,0
U04033,control,0
U04034,treatment,0
U04035,treatment,0
U04036,control,0
U04037,control,0
U04038,control,0
U04039,treatment,0
U04040,control,0
U04041,treatment,0
U04042,control,0
U04043,control,0
U04044,treatment,0
U04045,control,0
U04046,treatment,0
U04047,treatment,1
U04048,control,0
U04049,treatment,0
U04050,control,0
U04051,control,0
U04052,treatment,0
U04053,control,0
U04054,treatment,0
U04055,control,0
U04056,control,0
U04057,treatment,0
U04058,control,0
U04059,control,0
U04060,control,0
U04061,treatment,0
U04062,treatment,0
U04063,control,1
U04064,treatment,1
U04065,treatment,0
U04066,treatment,0
U04067,control,0
U04068,treatment,0
U04069,control,0
U04070,control,0
U04071,treatment,0
U04072,treatment,0
U04073,treatment,0
U04074,control,0
U04075,control,0
U04076,treatment,0
U04077,treatment,0
U04078,control,0
U04079,treatment,0
U04080,control,0
U04081,control,0
U04082,control,0
U04083,treatment,0
U04084,control,0
U04085,control,0
